respondent_id,performance_incident_response_speed_mean,performance_incident_response_speed_std,performance_incident_response_speed_count,performance_sla_achievement_mean,performance_sla_achievement_std,performance_sla_achievement_count,performance_problem_resolution_mean,performance_problem_resolution_std,performance_problem_resolution_count,performance_communication_speed_mean,performance_communication_speed_std,performance_communication_speed_count,performance_availability_maintenance_mean,performance_availability_maintenance_std,performance_availability_maintenance_count,technical_expertise_mean,technical_expertise_std,technical_expertise_count,technical_troubleshooting_mean,technical_troubleshooting_std,technical_troubleshooting_count,technical_new_tech_adaptation_mean,technical_new_tech_adaptation_std,technical_new_tech_adaptation_count,technical_documentation_quality_mean,technical_documentation_quality_std,technical_documentation_quality_count,technical_proposal_mean,technical_proposal_std,technical_proposal_count,business_process_understanding_mean,business_process_understanding_std,business_process_understanding_count,business_impact_consideration_mean,business_impact_consideration_std,business_impact_consideration_count,business_prioritization_mean,business_prioritization_std,business_prioritization_count,business_stakeholder_management_mean,business_stakeholder_management_std,business_stakeholder_management_count,business_cost_awareness_mean,business_cost_awareness_std,business_cost_awareness_count,improvement_proposal_quality_mean,improvement_proposal_quality_std,improvement_proposal_quality_count,improvement_proposal_frequency_mean,improvement_proposal_frequency_std,improvement_proposal_frequency_count,improvement_proactive_attitude_mean,improvement_proactive_attitude_std,improvement_proactive_attitude_count,improvement_innovation_mean,improvement_innovation_std,improvement_innovation_count,improvement_long_term_perspective_mean,improvement_long_term_perspective_std,improvement_long_term_perspective_count,avg_score,std_score,extreme_usage,median_usage,count,flag_zero_std,flag_extreme,is_anomaly
11,2.75,1.5,4,3.75,0.9574271077563381,4,3.5,1.0,4,3.25,2.0615528128088303,4,4.0,0.816496580927726,4,3.0,1.8257418583505538,4,3.5,1.7320508075688772,4,3.25,0.9574271077563381,4,3.0,0.816496580927726,4,1.75,0.5,4,3.0,1.4142135623730951,4,3.5,1.7320508075688772,4,3.5,1.2909944487358054,4,2.75,1.5,4,2.75,1.5,4,2.5,1.0,4,2.75,1.5,4,3.5,1.9148542155126762,4,3.25,2.0615528128088303,4,3.25,1.707825127659933,4,3.125,1.3894341915377804,0.3375,0.1625,4,False,False,False
12,2.5,1.7320508075688772,4,3.5,1.7320508075688772,4,2.0,1.4142135623730951,4,3.5,1.2909944487358054,4,3.0,0.816496580927726,4,3.5,1.2909944487358056,4,2.5,1.7320508075688772,4,2.25,0.9574271077563381,4,3.5,1.2909944487358056,4,3.25,1.707825127659933,4,3.0,1.4142135623730951,4,2.0,0.816496580927726,4,2.75,2.0615528128088303,4,2.75,1.707825127659933,4,3.75,1.8929694486000912,4,4.25,0.4999999999999999,4,3.0,2.309401076758503,4,3.0,1.632993161855452,4,3.25,1.2583057392117916,4,2.5,1.2909944487358056,4,2.9875,1.4424925053281183,0.4125,0.2,4,False,False,False
13,3.5,1.0,4,3.25,0.957427107756338,4,2.25,1.2583057392117916,4,3.0,1.8257418583505538,4,3.75,0.9574271077563382,4,4.0,2.0,4,3.5,1.2909944487358056,4,3.0,1.4142135623730951,4,3.25,1.707825127659933,4,3.75,0.5,4,2.75,1.5,4,3.25,1.707825127659933,4,1.75,0.9574271077563382,4,3.0,1.8257418583505538,4,2.75,0.9574271077563381,4,3.75,1.8929694486000912,4,3.5,1.0,4,4.25,0.9574271077563381,4,2.5,1.9148542155126764,4,3.75,1.2583057392117916,4,3.225,1.3441956332223959,0.3625,0.1875,4,False,False,False
14,3.25,1.707825127659933,4,3.25,2.0615528128088303,4,3.0,0.816496580927726,4,3.25,2.0615528128088303,4,1.75,0.9574271077563381,4,4.25,1.5,4,2.75,1.2583057392117916,4,4.0,1.4142135623730951,4,3.5,1.7320508075688772,4,2.25,1.8929694486000914,4,3.0,0.816496580927726,4,2.75,1.5,4,1.75,0.9574271077563381,4,3.0,1.8257418583505538,4,3.75,1.8929694486000912,4,3.5,1.7320508075688772,4,3.5,1.9148542155126762,4,2.0,1.1547005383792515,4,3.25,1.4999999999999998,4,3.25,0.957427107756338,4,3.05,1.4827030832283685,0.4625,0.1625,4,False,False,False
15,3.0,1.1547005383792515,4,3.75,1.8929694486000912,4,2.25,1.8929694486000912,4,3.25,0.9574271077563381,4,3.25,1.707825127659933,4,2.75,0.9574271077563381,4,4.5,1.0,4,3.75,1.5,4,2.25,1.5,4,3.0,1.4142135623730951,4,3.5,1.7320508075688772,4,2.5,1.2909944487358054,4,4.0,0.0,4,2.25,0.9574271077563382,4,4.5,0.9999999999999999,4,3.75,1.8929694486000912,4,2.25,1.8929694486000912,4,2.5,1.9148542155126762,4,3.5,1.7320508075688772,4,3.75,1.2583057392117916,4,3.2125,1.3824577182339843,0.4375,0.15,4,False,False,False
16,3.25,1.5,4,2.25,1.2583057392117916,4,2.75,0.9574271077563381,4,3.25,2.06155281280883,4,3.0,1.8257418583505538,4,3.0,0.816496580927726,4,2.5,1.2909944487358054,4,4.25,0.9574271077563381,4,3.0,1.1547005383792515,4,3.25,2.06155281280883,4,4.25,0.5,4,3.5,1.7320508075688772,4,3.75,1.8929694486000914,4,3.25,2.0615528128088303,4,2.75,1.707825127659933,4,3.25,1.5,4,4.0,1.4142135623730951,4,3.25,0.5,4,2.0,0.816496580927726,4,1.0,0.0,4,3.075,1.300465367333701,0.4,0.125,4,False,False,False
17,2.5,1.0,4,2.25,1.8929694486000912,4,3.5,1.7320508075688772,4,2.75,1.2583057392117916,4,2.25,1.5,4,3.0,1.632993161855452,4,3.0,1.4142135623730951,4,1.75,0.9574271077563381,4,3.75,1.5,4,3.5,1.0,4,3.0,1.632993161855452,4,2.25,1.8929694486000912,4,3.0,1.632993161855452,4,2.75,2.0615528128088303,4,3.75,1.2583057392117916,4,3.75,1.8929694486000914,4,2.75,1.707825127659933,4,2.75,1.4999999999999998,4,3.25,1.2583057392117916,4,4.25,0.9574271077563381,4,2.9875,1.484165078746271,0.4375,0.2,4,False,False,False
18,3.5,1.7320508075688772,4,3.5,1.9148542155126762,4,3.25,1.707825127659933,4,2.5,1.7320508075688772,4,3.0,0.0,4,4.0,0.816496580927726,4,2.5,1.7320508075688772,4,2.75,1.5,4,3.5,0.5773502691896257,4,3.25,2.0615528128088303,4,2.25,0.9574271077563381,4,3.25,0.9574271077563381,4,2.25,1.2583057392117916,4,2.25,1.2583057392117916,4,3.0,1.4142135623730951,4,2.25,1.8929694486000914,4,3.0,1.8257418583505538,4,2.5,1.2909944487358056,4,2.5,1.2909944487358056,4,3.5,1.9148542155126764,4,2.925,1.3917732552524855,0.375,0.2,4,False,False,False
19,3.5,1.7320508075688772,4,2.75,1.707825127659933,4,3.25,1.2583057392117916,4,3.25,1.707825127659933,4,3.25,2.06155281280883,4,3.0,2.309401076758503,4,2.75,1.707825127659933,4,3.0,1.632993161855452,4,4.0,1.1547005383792515,4,3.0,1.8257418583505538,4,2.25,1.5,4,3.0,1.8257418583505538,4,3.5,1.2909944487358054,4,3.0,1.632993161855452,4,2.25,1.2583057392117916,4,2.75,1.2583057392117916,4,3.25,1.5,4,3.5,1.2909944487358056,4,2.5,1.2909944487358056,4,3.25,2.06155281280883,4,3.05,1.6004052017779447,0.4625,0.2125,4,False,False,False
20,3.25,1.5,4,2.25,1.5,4,3.5,1.2909944487358056,4,3.5,1.9148542155126764,4,3.25,1.2583057392117916,4,2.75,0.5,4,4.0,1.1547005383792515,4,3.75,1.5,4,3.5,1.9148542155126762,4,3.0,1.4142135623730951,4,2.5,1.7320508075688772,4,2.75,2.0615528128088303,4,1.75,1.5,4,3.75,1.2583057392117916,4,3.5,1.7320508075688772,4,2.5,1.2909944487358054,4,3.0,0.816496580927726,4,3.25,0.9574271077563382,4,3.25,2.0615528128088303,4,2.25,1.5,4,3.0625,1.4429176918556188,0.4125,0.225,4,False,False,False
21,4.0,2.0,4,4.0,2.0,4,2.25,0.9574271077563381,4,2.5,1.0,4,4.25,0.9574271077563381,4,3.25,0.9574271077563381,4,2.25,0.9574271077563381,4,2.75,1.4999999999999998,4,2.5,0.5773502691896257,4,3.0,0.816496580927726,4,3.25,1.707825127659933,4,3.5,1.7320508075688772,4,3.25,2.0615528128088303,4,3.0,1.4142135623730951,4,2.75,1.707825127659933,4,2.5,1.2909944487358056,4,2.75,1.707825127659933,4,1.75,0.9574271077563381,4,2.0,0.816496580927726,4,3.75,1.2583057392117916,4,2.9625,1.3189035861752485,0.3875,0.25,4,False,False,False
22,1.0,0.0,4,3.75,1.8929694486000912,4,2.5,1.0,4,4.25,0.9574271077563381,4,3.5,1.0,4,3.5,1.7320508075688772,4,2.0,2.0,4,4.0,0.816496580927726,4,3.5,1.2909944487358056,4,3.5,1.9148542155126762,4,4.25,0.9574271077563382,4,2.5,1.0,4,3.0,1.1547005383792515,4,2.75,1.707825127659933,4,4.25,0.5,4,2.75,1.707825127659933,4,3.25,1.707825127659933,4,3.0,1.8257418583505538,4,1.5,1.0,4,2.75,0.5,4,3.075,1.2333068748283729,0.4375,0.1875,4,False,False,False
23,2.75,1.2583057392117916,4,3.25,1.5,4,2.5,1.9148542155126764,4,3.0,1.4142135623730951,4,1.0,0.0,4,3.75,1.8929694486000912,4,2.75,1.4999999999999998,4,3.75,1.2583057392117916,4,2.5,1.7320508075688772,4,3.25,0.9574271077563381,4,3.25,1.707825127659933,4,3.5,1.2909944487358056,4,3.0,0.816496580927726,4,3.75,1.8929694486000912,4,3.25,2.06155281280883,4,3.5,1.2909944487358056,4,3.0,1.632993161855452,4,3.25,0.957427107756338,4,3.25,1.707825127659933,4,3.0,0.816496580927726,4,3.0625,1.3801850732951153,0.3875,0.2,4,False,False,False
24,2.5,1.0,4,1.75,0.9574271077563382,4,2.5,1.2909944487358056,4,3.25,1.2583057392117916,4,3.25,0.9574271077563381,4,1.75,1.5,4,2.75,1.707825127659933,4,3.25,1.707825127659933,4,3.0,1.632993161855452,4,4.0,1.4142135623730951,4,2.25,1.2583057392117916,4,2.5,1.7320508075688772,4,3.5,1.7320508075688772,4,2.0,0.816496580927726,4,3.25,1.707825127659933,4,3.0,1.1547005383792515,4,3.0,0.816496580927726,4,3.5,1.2909944487358056,4,2.75,1.2583057392117916,4,4.0,1.4142135623730951,4,2.8875,1.3304225657786783,0.35,0.2375,4,False,False,False
25,2.5,1.7320508075688772,4,2.75,0.9574271077563381,4,3.0,1.4142135623730951,4,3.0,1.4142135623730951,4,3.5,1.7320508075688772,4,3.75,0.5,4,3.5,1.9148542155126764,4,3.0,1.1547005383792515,4,3.25,0.5,4,4.0,2.0,4,2.5,1.2909944487358056,4,2.75,2.0615528128088303,4,3.75,1.5,4,3.5,1.9148542155126762,4,2.5,1.7320508075688772,4,3.25,1.2583057392117916,4,2.75,1.5,4,2.75,1.5,4,2.25,1.5,4,2.25,1.8929694486000914,4,3.025,1.4735119036985143,0.4,0.175,4,False,False,False
26,2.75,1.5,4,2.5,1.2909944487358056,4,2.75,0.9574271077563381,4,2.0,0.816496580927726,4,2.25,1.2583057392117916,4,2.25,1.8929694486000914,4,2.25,0.9574271077563381,4,3.5,1.9148542155126762,4,3.5,1.0,4,1.75,0.9574271077563382,4,2.75,1.5,4,2.75,1.5,4,3.0,1.632993161855452,4,3.25,1.2583057392117916,4,4.0,0.816496580927726,4,3.0,1.8257418583505538,4,3.0,1.8257418583505538,4,3.5,1.7320508075688772,4,5.0,0.0,4,2.25,0.9574271077563381,4,2.9,1.27973294351392,0.3875,0.2125,4,False,False,False
27,3.25,1.707825127659933,4,3.0,0.816496580927726,4,3.75,0.9574271077563381,4,3.5,1.2909944487358056,4,2.0,1.4142135623730951,4,2.0,0.816496580927726,4,3.25,1.5,4,2.25,1.5,4,4.0,1.1547005383792515,4,2.5,1.0,4,3.0,1.8257418583505538,4,1.75,1.5,4,2.5,1.7320508075688772,4,3.25,1.5,4,2.0,0.816496580927726,4,4.0,2.0,4,2.75,1.4999999999999998,4,2.5,1.7320508075688772,4,2.0,0.816496580927726,4,2.25,0.9574271077563381,4,2.775,1.3269208844929987,0.3875,0.2125,4,False,False,False
28,2.5,1.0,4,3.25,1.707825127659933,4,2.5,1.2909944487358056,4,4.0,2.0,4,1.75,0.5,4,3.75,1.5,4,2.75,0.9574271077563381,4,2.5,1.2909944487358056,4,3.0,0.816496580927726,4,3.5,1.7320508075688772,4,4.25,0.9574271077563381,4,3.5,1.2909944487358056,4,4.75,0.5,4,1.5,0.5773502691896257,4,3.25,2.0615528128088303,4,2.5,1.7320508075688772,4,2.0,0.816496580927726,4,3.0,1.632993161855452,4,3.25,1.707825127659933,4,2.75,1.2583057392117916,4,3.0125,1.2665392288549433,0.4125,0.225,4,False,False,False
29,3.5,1.9148542155126762,4,2.0,1.1547005383792515,4,2.25,0.9574271077563382,4,3.0,1.8257418583505538,4,1.75,0.9574271077563381,4,2.0,0.816496580927726,4,2.75,1.707825127659933,4,2.0,0.0,4,4.0,1.1547005383792515,4,4.5,0.5773502691896257,4,2.25,0.9574271077563382,4,2.5,1.2909944487358056,4,4.5,0.5773502691896258,4,4.0,0.8164965809277259,4,4.0,1.1547005383792515,4,2.0,1.1547005383792515,4,2.75,2.0615528128088303,4,2.25,0.9574271077563381,4,3.75,0.5,4,3.0,1.8257418583505538,4,2.9375,1.1181457303097708,0.4,0.2625,4,False,False,False
30,2.0,0.816496580927726,4,2.5,1.7320508075688772,4,3.5,1.7320508075688772,4,3.5,1.7320508075688772,4,2.0,0.816496580927726,4,2.75,1.707825127659933,4,3.25,2.0615528128088303,4,3.0,1.632993161855452,4,2.0,0.816496580927726,4,2.0,0.816496580927726,4,3.5,1.2909944487358056,4,2.75,0.5,4,3.75,1.4999999999999998,4,3.25,0.9574271077563382,4,3.0,1.8257418583505538,4,4.0,2.0,4,3.25,1.5,4,3.0,1.4142135623730951,4,2.75,1.2583057392117916,4,1.0,0.0,4,2.8375,1.3055596282584667,0.4125,0.2,4,False,False,False
31,3.5,1.2909944487358056,4,3.0,1.4142135623730951,4,3.25,1.2583057392117916,4,2.75,0.9574271077563381,4,3.25,0.957427107756338,4,3.0,1.4142135623730951,4,3.0,2.309401076758503,4,3.0,0.816496580927726,4,3.5,1.2909944487358056,4,3.25,1.5,4,3.0,1.4142135623730951,4,3.0,1.8257418583505538,4,3.25,0.9574271077563381,4,2.75,0.9574271077563381,4,3.75,1.5,4,3.25,2.0615528128088303,4,3.0,1.4142135623730951,4,2.75,2.0615528128088303,4,3.25,1.707825127659933,4,2.25,1.5,4,3.0875,1.4304713793257757,0.325,0.2125,4,False,False,False
32,3.5,1.7320508075688772,4,3.25,2.06155281280883,4,3.25,1.2583057392117916,4,3.0,1.8257418583505538,4,2.75,1.5,4,1.75,0.9574271077563382,4,2.75,2.0615528128088303,4,2.0,0.816496580927726,4,3.25,1.707825127659933,4,2.5,1.9148542155126764,4,3.5,1.0,4,2.5,0.5773502691896257,4,2.0,0.816496580927726,4,4.0,2.0,4,2.25,1.5,4,2.75,1.707825127659933,4,2.25,0.9574271077563381,4,2.75,0.957427107756338,4,3.75,1.2583057392117916,4,3.75,1.2583057392117916,4,2.875,1.3934472367159552,0.4,0.175,4,False,False,False
33,4.5,0.9999999999999999,4,4.0,2.0,4,2.25,1.4999999999999998,4,2.0,1.1547005383792515,4,3.5,1.2909944487358056,4,2.0,0.816496580927726,4,1.25,0.5,4,3.5,1.9148542155126762,4,3.5,1.2909944487358056,4,3.5,1.2909944487358054,4,4.75,0.5,4,3.75,0.9574271077563381,4,1.5,0.5773502691896257,4,4.25,0.9574271077563381,4,3.25,1.2583057392117916,4,2.75,1.2583057392117916,4,3.25,1.707825127659933,4,3.75,0.5,4,2.25,1.5,4,3.5,1.7320508075688772,4,3.15,1.1853863289690885,0.4625,0.2375,4,False,False,False
34,3.75,0.9574271077563381,4,3.25,2.06155281280883,4,3.0,1.8257418583505538,4,3.5,1.2909944487358056,4,3.0,1.8257418583505538,4,3.75,1.2583057392117916,4,3.75,1.5,4,2.75,2.0615528128088303,4,3.5,1.9148542155126762,4,2.75,1.707825127659933,4,4.25,0.9574271077563381,4,3.0,1.4142135623730951,4,3.25,1.707825127659933,4,3.75,0.957427107756338,4,2.5,1.7320508075688772,4,3.25,1.707825127659933,4,1.25,0.5,4,4.5,0.5773502691896258,4,1.25,0.5,4,1.5,0.5773502691896257,4,3.075,1.3517732680174541,0.5,0.15,4,False,False,False
35,3.25,1.5,4,2.0,0.816496580927726,4,3.75,1.8929694486000912,4,3.25,1.707825127659933,4,2.25,1.8929694486000912,4,3.5,1.0,4,2.75,0.9574271077563381,4,3.0,0.816496580927726,4,3.0,1.632993161855452,4,1.5,0.5773502691896257,4,3.25,1.2583057392117916,4,3.25,1.5,4,2.75,0.5,4,4.0,0.0,4,3.5,1.2909944487358054,4,2.5,1.7320508075688772,4,2.5,1.7320508075688772,4,2.0,1.4142135623730951,4,3.0,1.4142135623730951,4,2.75,2.0615528128088303,4,2.8875,1.2848954733078681,0.35,0.2125,4,False,False,False
36,3.5,1.7320508075688772,4,2.0,2.0,4,2.0,1.4142135623730951,4,4.0,1.1547005383792515,4,2.75,1.5,4,3.0,1.8257418583505538,4,4.25,0.9574271077563381,4,3.25,1.5,4,4.0,1.4142135623730951,4,3.25,1.5,4,2.0,1.4142135623730951,4,3.75,0.49999999999999994,4,2.5,0.5773502691896257,4,4.0,0.816496580927726,4,2.5,1.0,4,2.0,1.4142135623730951,4,2.0,0.816496580927726,4,2.0,1.4142135623730951,4,1.5,1.0,4,3.0,1.1547005383792515,4,2.8625,1.2553016046672414,0.375,0.1125,4,False,False,False
37,3.75,0.5,4,2.0,1.1547005383792515,4,2.75,1.707825127659933,4,3.5,1.2909944487358054,4,1.5,0.5773502691896257,4,3.0,1.1547005383792515,4,3.0,2.309401076758503,4,3.25,1.707825127659933,4,3.0,1.632993161855452,4,1.75,0.9574271077563381,4,3.75,1.5,4,2.5,1.0,4,3.75,0.9574271077563382,4,1.75,0.5,4,2.25,1.8929694486000912,4,3.75,1.4999999999999998,4,1.5,1.0,4,2.5,1.2909944487358056,4,2.25,1.8929694486000912,4,2.75,1.5,4,2.7125,1.3013788925033212,0.425,0.1875,4,False,False,False
38,2.0,1.4142135623730951,4,4.5,1.0,4,3.0,1.4142135623730951,4,3.25,0.9574271077563381,4,3.0,0.816496580927726,4,2.25,0.9574271077563381,4,2.75,1.5,4,2.5,1.9148542155126762,4,3.5,0.5773502691896257,4,3.5,1.9148542155126764,4,2.0,0.816496580927726,4,2.5,1.2909944487358056,4,1.75,1.5,4,3.5,1.2909944487358056,4,3.75,1.8929694486000912,4,3.25,1.5,4,2.0,1.1547005383792515,4,3.75,0.9574271077563381,4,4.0,0.816496580927726,4,2.5,1.7320508075688772,4,2.9625,1.27094832915166,0.375,0.2375,4,False,False,False
39,1.5,1.0,4,2.5,1.2909944487358056,4,3.5,1.7320508075688772,4,3.0,1.8257418583505538,4,4.0,1.1547005383792515,4,3.0,1.4142135623730951,4,4.25,1.5,4,2.75,2.0615528128088303,4,2.75,0.9574271077563381,4,2.0,0.816496580927726,4,3.75,1.8929694486000914,4,2.25,0.9574271077563381,4,1.25,0.5,4,3.25,1.2583057392117916,4,3.5,1.2909944487358056,4,2.0,0.816496580927726,4,2.25,1.4999999999999998,4,2.75,1.707825127659933,4,3.25,0.9574271077563381,4,2.75,2.0615528128088303,4,2.8125,1.3348088045178668,0.4375,0.2,4,False,False,False
40,3.25,1.707825127659933,4,2.75,2.0615528128088303,4,2.75,1.707825127659933,4,3.5,1.7320508075688772,4,4.0,1.4142135623730951,4,4.0,2.0,4,2.25,1.2583057392117916,4,4.5,0.5773502691896257,4,3.5,1.914854215512676,4,3.5,1.2909944487358056,4,3.0,2.309401076758503,4,4.0,2.0,4,3.0,1.1547005383792515,4,3.75,0.9574271077563381,4,4.0,0.816496580927726,4,1.25,0.5,4,4.0,1.4142135623730951,4,3.25,0.9574271077563381,4,2.75,0.9574271077563382,4,2.5,1.2909944487358056,4,3.275,1.4011529820581985,0.475,0.125,4,False,False,False
