response_id,respondent_id,timestamp,department,department_ja,role,role_ja,usage_frequency,usage_frequency_ja,incident_experience,vendor_id,vendor_name,performance_incident_response_speed,performance_sla_achievement,performance_problem_resolution,performance_communication_speed,performance_availability_maintenance,technical_expertise,technical_troubleshooting,technical_new_tech_adaptation,technical_documentation_quality,technical_proposal,business_process_understanding,business_impact_consideration,business_prioritization,business_stakeholder_management,business_cost_awareness,improvement_proposal_quality,improvement_proposal_frequency,improvement_proactive_attitude,improvement_innovation,improvement_long_term_perspective,comment
98,25,2025-10-26 04:18:39,sales,営業部門,manager,マネージャー,low,低頻度,False,B,B社,2,2,4,2,1,4,5,2,3,1,1,1,5,3,2,3,5,4,3,5,改善提案が的確で、ビジネスに貢献してくれています。
99,25,2025-11-10 02:31:39,sales,営業部門,manager,マネージャー,low,低頻度,False,C,C社,2,2,1,3,4,4,1,4,3,5,4,4,2,5,5,5,2,4,1,1,
100,25,2025-11-15 06:27:39,sales,営業部門,manager,マネージャー,low,低頻度,False,D,D社,1,4,3,2,4,4,3,2,3,5,2,1,3,5,2,2,2,2,4,2,
101,26,2025-11-11 02:00:39,it,IT部門,manager,マネージャー,low,低頻度,False,A,A社,4,3,2,3,1,1,1,1,3,3,2,2,1,3,5,4,5,4,5,1,もう少しコストを抑えられると助かります。
102,26,2025-11-23 08:50:39,it,IT部門,manager,マネージャー,low,低頻度,False,B,B社,1,4,3,1,2,1,3,3,3,1,4,4,5,2,4,2,2,5,5,3,
103,26,2025-11-09 03:04:39,it,IT部門,manager,マネージャー,low,低頻度,False,C,C社,4,2,4,2,2,5,2,5,5,1,4,4,3,3,3,1,4,4,5,2,
104,26,2025-11-09 05:26:39,it,IT部門,manager,マネージャー,low,低頻度,False,D,D社,2,1,2,2,4,2,3,5,3,2,1,1,3,5,4,5,1,1,5,3,
105,27,2025-10-28 00:56:39,logistics,物流部門,specialist,スペシャリスト,medium,中頻度,False,A,A社,1,2,5,4,2,2,5,3,5,3,5,4,1,2,2,1,2,2,2,1,今後も継続して利用したいと思います。
106,27,2025-11-07 04:41:39,logistics,物流部門,specialist,スペシャリスト,medium,中頻度,False,B,B社,5,4,4,2,1,2,2,1,3,1,2,1,1,4,1,5,1,5,3,3,
107,27,2025-11-07 07:09:39,logistics,物流部門,specialist,スペシャリスト,medium,中頻度,False,C,C社,3,3,3,5,4,3,4,1,3,3,4,1,4,2,2,5,4,2,2,2,
108,27,2025-11-16 23:57:39,logistics,物流部門,specialist,スペシャリスト,medium,中頻度,False,D,D社,4,3,3,3,1,1,2,4,5,3,1,1,4,5,3,5,4,1,1,3,全体的に満足していますが、ドキュメントの質を向上してほしいです。
109,28,2025-11-14 09:20:39,logistics,物流部門,executive,役員,high,高頻度,False,A,A社,3,4,3,1,2,5,3,1,3,4,5,5,5,1,5,1,2,3,5,1,
110,28,2025-10-26 06:00:39,logistics,物流部門,executive,役員,high,高頻度,False,B,B社,3,3,1,5,1,5,2,4,2,1,3,2,5,2,5,5,3,5,1,3,改善提案が的確で、ビジネスに貢献してくれています。
111,28,2025-11-04 00:29:39,logistics,物流部門,executive,役員,high,高頻度,False,C,C社,1,5,4,5,2,2,2,2,3,4,4,4,5,2,2,2,2,1,4,3,
112,28,2025-10-31 02:48:39,logistics,物流部門,executive,役員,high,高頻度,False,D,D社,3,1,2,5,2,3,4,3,4,5,5,3,4,1,1,2,1,3,3,4,全体的に満足していますが、ドキュメントの質を向上してほしいです。
113,29,2025-11-08 01:41:39,logistics,物流部門,manager,マネージャー,low,低頻度,False,A,A社,5,1,3,5,1,3,3,2,5,5,3,2,5,5,5,1,4,1,4,2,
114,29,2025-10-30 03:43:39,logistics,物流部門,manager,マネージャー,low,低頻度,False,B,B社,3,1,3,1,2,2,5,2,3,4,3,3,5,4,5,3,1,3,3,4,
115,29,2025-11-01 00:42:39,logistics,物流部門,manager,マネージャー,low,低頻度,False,C,C社,1,3,1,4,3,2,2,2,3,5,1,1,4,4,3,3,1,3,4,1,
116,29,2025-11-19 07:20:39,logistics,物流部門,manager,マネージャー,low,低頻度,False,D,D社,5,3,2,2,1,1,1,2,5,4,2,4,4,3,3,1,5,2,4,5,対応は迅速でしたが、もう少し詳細な説明が欲しかったです。
117,30,2025-10-26 09:48:39,sales,営業部門,executive,役員,medium,中頻度,False,A,A社,2,2,4,5,3,3,5,5,1,2,4,2,5,4,1,5,4,4,3,1,改善提案が的確で、ビジネスに貢献してくれています。
118,30,2025-11-19 23:19:39,sales,営業部門,executive,役員,medium,中頻度,False,B,B社,3,2,5,2,1,5,2,1,2,3,5,3,5,4,5,5,4,4,1,1,
119,30,2025-11-23 02:24:39,sales,営業部門,executive,役員,medium,中頻度,False,C,C社,1,1,1,2,2,2,5,3,2,2,3,3,3,2,4,5,1,1,4,1,改善提案が的確で、ビジネスに貢献してくれています。
120,30,2025-11-07 06:44:39,sales,営業部門,executive,役員,medium,中頻度,False,D,D社,2,5,4,5,2,1,1,3,3,1,2,3,2,3,2,1,4,3,3,1,
121,31,2025-10-31 06:11:39,hr,人事部門,staff,一般社員,medium,中頻度,True,A,A社,2,2,5,4,4,5,5,2,5,2,3,2,4,4,5,5,2,4,3,4,技術的な知識が豊富で、安心して任せられます。
122,31,2025-10-26 01:38:39,hr,人事部門,staff,一般社員,medium,中頻度,True,B,B社,4,2,3,2,4,3,5,3,4,2,4,5,2,2,2,2,5,1,4,1,
123,31,2025-10-25 05:30:39,hr,人事部門,staff,一般社員,medium,中頻度,True,C,C社,5,3,3,3,3,2,1,4,3,5,4,1,4,3,5,5,2,1,1,3,
124,31,2025-11-23 06:32:39,hr,人事部門,staff,一般社員,medium,中頻度,True,D,D社,3,5,2,2,2,2,1,3,2,4,1,4,3,2,3,1,3,5,5,1,
125,32,2025-11-07 07:56:39,it,IT部門,staff,一般社員,medium,中頻度,True,A,A社,1,1,5,5,4,1,1,2,3,1,4,3,2,1,1,5,3,2,2,5,
126,32,2025-11-16 06:23:39,it,IT部門,staff,一般社員,medium,中頻度,True,B,B社,4,2,3,1,2,1,4,3,5,5,4,2,3,5,4,2,1,2,5,2,改善提案が的確で、ビジネスに貢献してくれています。
127,32,2025-10-31 03:27:39,it,IT部門,staff,一般社員,medium,中頻度,True,C,C社,5,5,3,2,1,3,1,1,4,1,4,3,1,5,3,1,3,3,4,4,
128,32,2025-11-23 23:51:39,it,IT部門,staff,一般社員,medium,中頻度,True,D,D社,4,5,2,4,4,2,5,2,1,3,2,2,2,5,1,3,2,4,4,4,
129,33,2025-11-17 07:17:39,hr,人事部門,specialist,スペシャリスト,high,高頻度,False,A,A社,5,1,4,3,3,1,1,5,4,4,5,5,2,4,3,1,3,3,3,4,
130,33,2025-11-17 04:17:39,hr,人事部門,specialist,スペシャリスト,high,高頻度,False,B,B社,5,5,3,3,4,2,2,1,3,5,5,3,2,5,2,4,1,4,1,4,改善提案が的確で、ビジネスに貢献してくれています。
131,33,2025-10-26 08:44:39,hr,人事部門,specialist,スペシャリスト,high,高頻度,False,C,C社,3,5,1,1,2,3,1,3,2,2,4,3,1,5,5,3,4,4,1,1,
132,33,2025-11-10 07:24:39,hr,人事部門,specialist,スペシャリスト,high,高頻度,False,D,D社,5,5,1,1,5,2,1,5,5,3,5,4,1,3,3,3,5,4,4,5,
133,34,2025-10-26 07:19:39,sales,営業部門,staff,一般社員,low,低頻度,False,A,A社,4,2,4,2,5,5,3,1,3,2,4,2,3,3,1,1,1,4,1,1,技術的な知識が豊富で、安心して任せられます。
134,34,2025-11-21 01:18:39,sales,営業部門,staff,一般社員,low,低頻度,False,B,B社,5,1,5,5,2,2,5,4,1,1,5,2,1,3,5,4,1,4,2,2,
135,34,2025-11-13 00:57:39,sales,営業部門,staff,一般社員,low,低頻度,False,C,C社,3,5,2,4,1,4,5,1,5,3,5,5,4,4,2,3,1,5,1,2,技術的な知識が豊富で、安心して任せられます。
136,34,2025-11-21 02:39:39,sales,営業部門,staff,一般社員,low,低頻度,False,D,D社,3,5,1,3,4,4,2,5,5,5,3,3,5,5,2,5,2,5,1,1,
137,35,2025-10-28 08:29:39,finance,経理財務部門,leader,リーダー,medium,中頻度,False,A,A社,4,2,1,1,5,3,4,4,5,2,2,4,2,4,4,4,4,4,3,1,
138,35,2025-11-12 08:16:39,finance,経理財務部門,leader,リーダー,medium,中頻度,False,B,B社,2,1,4,4,1,3,3,3,3,2,3,1,3,4,5,4,1,1,4,1,
139,35,2025-11-13 00:40:39,finance,経理財務部門,leader,リーダー,medium,中頻度,False,C,C社,2,3,5,5,2,3,2,2,1,1,3,4,3,4,2,1,4,1,1,5,
